Kurs|Thema|Frage|Hinweis_1|Hinweis_2|Antwort|Extra|Real_World_Case|Mnemonik|MC_Richtig|MC_Falsch1|MC_Falsch2|MC_Falsch3|Schlagwörter
Bachelor Professional IT|Datensicherung|Welchen spezifischen strategischen Vorteil bietet die Vorhaltung der "Großvater"-Generation gegenüber einer rein täglichen Sicherungsschleife?|Langzeitschutz|Schleichende Fehler erkennen|Die Vorhaltung älterer Stände (Großvater) ermöglicht den Zugriff auf <b>konsistente Daten</b>, falls neuere Backups (Sohn/Vater) bereits <b>korrupte Daten</b> oder <b>Schadsoftware</b> enthalten, die unbemerkt mitgesichert wurden.|In der IT-Sicherheit ist das 'Backup-Poisoning' eine Gefahr. Angreifer warten oft Wochen, bevor sie Daten verschlüsseln. Ohne die Großvater-Generation wären alle verfügbaren Backups bereits infiziert.|Ein Buchhaltungsfehler wird erst nach 3 Wochen bemerkt. Die täglichen Sicherungen enthalten bereits den Fehler; nur das Monats-Backup (Großvater) ist noch fehlerfrei.|Alte Besen kehren gut (Großvater rettet bei alten Fehlern).|Schutz vor unbemerktem Datenverlust oder Korruption über längere Zeiträume.|Die Großvater-Generation beschleunigt die tägliche Wiederherstellungszeit (RTO).|Sie ersetzt die Notwendigkeit einer Firewall und Antivirus-Software.|Sie dient lediglich der Einhaltung der DSGVO-Löschfristen.|Sicherheitsstrategie Datenintegrität GVS-Prinzip Revision
Bachelor Professional IT|Datensicherung|Ein IT-Leiter möchte das GVS-Prinzip einführen. Wie viele physische Medien werden mindestens für ein Jahr benötigt, wenn die Söhne (Mo-Do) wöchentlich überschrieben werden?|Kapazitätsplanung|Medien-Rotation berechnen|Für eine Standard-GVS-Rotation mit Erhalt der Väter/Großväter kalkuliert man:<br>- <b>4 Söhne</b> (Rotation Mo-Do),<br>- <b>4 Väter</b> (Wochen-Backups des aktuellen Monats),<br>- <b>12 Großväter</b> (Monats-Backups des Jahres).<br>Gesamt: <b>20 Medien</b>.|Diese Kalkulation ist die Basis für das Budgeting der Backup-Hardware. Durch das Überschreiben der Söhne wird Speicherplatz gespart, während die Väter/Großväter die gesetzliche Revisionssicherheit und Desasterschutz gewährleisten.|Planung des Einkaufs von LTO-Bändern für ein neues Tape-Library-System in einem mittelständischen Betrieb.|4-4-12 Regel (Sohn-Vater-Opa)|20 Medien (4 Söhne + 4 Väter + 12 Großväter).|365 Medien (eines für jeden Tag des Jahres).|7 Medien (eines für jeden Wochentag).|12 Medien (nur für die Monatsenden).|IT-Controlling Backup-Planung GVS Investitionsplanung
Bachelor Professional IT|Datensicherungskonzeption (BSI)|Welche elementaren Verfahrensweisen müssen in der Phase <b>"Planung und Konzeption"</b> zwingend festgelegt werden, <i>bevor</i> Hard- oder Software beschafft wird?|Strategie vor Technik|W-Fragen des Backups|In der Planungsphase müssen die <b>Verfahrensweisen</b> definiert werden:<br>1. <b>Häufigkeit</b>: Wann wird gesichert?<br>2. <b>Medien</b>: Worauf wird gesichert?<br>3. <b>Verantwortlichkeiten</b>: Wer wechselt die Bänder/überwacht die Jobs?<br>4. <b>Aufbewahrungsort</b>: Wo lagern die Kopien (extern/feuerfest)?|Erst wenn diese Anforderungen (und das Minimaldatensicherungskonzept) stehen, kann man in Phase 2 die passende Hardware kaufen. Wer Hardware ohne Konzept kauft, erfüllt meist die RTO/RPO-Ziele nicht.|Definition, dass täglich gesichert wird und Bänder extern lagern (Planung), bevor das LTO-Laufwerk bestellt wird (Beschaffung).|Planung = Wer, Wie, Wo, Wann|Festlegung von Häufigkeit, Medien, Verantwortlichkeiten und Aufbewahrungsort.|Installation der Agenten auf den Clients.|Kauf der teuersten Hardware, um sicher zu sein.|Durchführung eines Restore-Tests.|BSI Konzept Planung Strategie Backup
Bachelor Professional IT|Backup-Betrieb|Neben der regelmäßigen Erstellung der Kopien: Welche oft vergessene Maßnahme schreibt das BSI in der Phase <b>"Betrieb"</b> vor, um physische Medienalterung zu erkennen?|Qualitätssicherung|Vertrauen ist gut, Kontrolle ist besser|Die <b>sporadische Lesbarkeitsprüfung</b>.<br>- Ziel: Sicherstellen, dass die physischen Datenträger (Tapes, HDDs) noch intakt sind und die Daten fehlerfrei zurückgelesen werden können.<br>- Kontext: Medien altern (Bit-Rot, Magnetisierungsschwund). Ein Backup, das zwar "Erfolgreich" meldet, aber auf einem defekten Band liegt, ist wertlos.|Dies gehört zur Routine im Betrieb, genau wie die sichere Lagerung und Dokumentation. Ein Restore-Test (Notfallvorsorge) prüft den Prozess, die Lesbarkeitsprüfung (Betrieb) prüft das Medium.|Ein Admin zieht zufällig ein Band aus dem Vorjahr und prüft, ob die Datei "Bilanz.xlsx" noch lesbar ist.|Lesbarkeit = Medium-Check|Sporadische Lesbarkeitsprüfungen der Datenträger.|Tägliche Neuformatierung der Bänder.|Jährlicher Neukauf aller Festplatten.|Verschlüsselung der Daten.|BSI Betrieb Lesbarkeit Wartung
Bachelor Professional IT|Notfallvorsorge|Ein Unternehmen sichert täglich und lagert Bänder aus. Nach einem Server-Crash stellt sich heraus, dass die Wiederherstellung 3 Tage dauert, was zum Bankrott führt, da niemand den Ablauf vorher geübt hatte. Welche Phase des BSI-Konzepts wurde hier vernachlässigt?|Probe für den Ernstfall|Übung macht den Meister|Die <b>Notfallvorsorge</b>.<br>- Inhalt: <b>Funktionstests</b> und die Validierung des <b>Restore-Plans</b>.<br>- Ziel: Sicherstellen, dass die Daten nicht nur existieren, sondern auch in der geforderten Zeit (RTO) wiederherstellbar sind.|Ein Backup-Konzept ohne Restore-Test ist wertlos ("Schrödingers Backup"). Nur wer den Ernstfall probt, kennt die wahren Wiederherstellungszeiten.|Ein "Fire Drill" für die IT: Einmal im Jahr wird ein Server absichtlich gelöscht und vom Azubi wiederhergestellt.|Notfallvorsorge = Restore-Test|Notfallvorsorge (Funktionstests und Prüfung des Restore-Plans).|Betrieb (Die Backups waren ja da).|Beschaffung (Die Hardware war vorhanden).|Umsetzung (Mitarbeiter waren verpflichtet).|Szenario Restore BSI Notfallvorsorge
Bachelor Professional IT|Archivierung|Definieren Sie "Archivierung" im IT-Kontext und grenzen Sie diese primär vom Begriff "Backup" ab.|Zweckbestimmung|Langzeit vs. Kurzzeit|Die <b>Archivierung</b> ist die <b>dauerhafte, unveränderbare</b> Speicherung von Daten, die nicht mehr aktiv genutzt werden (Aufbewahrungspflicht). Das <b>Backup</b> dient der <b>kurzfristigen Sicherung</b> zur Wiederherstellung nach Datenverlust.|Während ein Backup regelmäßig überschrieben wird (Rotation), muss ein Archiv über Jahre hinweg (z. B. 10 Jahre gemäß GoBD) lesbar und manipulationssicher bleiben. Backups sind operativ, Archive sind administrativ/rechtlich.|Ein abgeschlossenes Projekt wird vom Fileserver ins Archiv verschoben (Platzersparnis), während die Datenbank jede Nacht ein Backup erhält (Sicherheit).|Archiv = Gesetz (Statisch), Backup = Rettung (Dynamisch)|Archivierung ist die langfristige, unveränderbare Aufbewahrung; Backup die kurzfristige Datensicherung.|Archivierung ist eine Kopie zur schnellen Wiederherstellung bei Defekten.|Backup dient der langfristigen, unveränderbaren Aufbewahrung.|Archivierung und Backup beschreiben technisch identische Vorgänge.|Datenmanagement Compliance GoBD Backup-Unterschied
Bachelor Professional IT|Archivierung|Welche technische Eigenschaft ist für ein elektronisches Archiv (z. B. in einem DMS) zwingend erforderlich, um als "revisionssicher" zu gelten?|Compliance-Anforderungen|Schutz vor Veränderung|Ein Archiv muss <b>revisionssicher</b> sein, d. h. Daten müssen <b>unveränderbar</b> und <b>verlustfrei</b> gespeichert werden. Dies wird oft durch <b>WORM-Medien</b> (Write Once Read Many) oder kryptografische Signaturen/Hashes sichergestellt.|Revisionssicherheit umfasst nach GoBD: Ordnungsmäßigkeit, Vollständigkeit, Sicherheit des Gesamtverfahrens, Verfügbarkeit und Unveränderbarkeit. Ein DMS automatisiert diese Prozesse durch Versionierung und Audit-Logs.|Revisionssichere Archivierung von Eingangsrechnungen, die nach dem Scannen nicht mehr ohne Protokollierung geändert werden können.|Revisionssicher = Festgeschrieben (Nicht manipulierbar)|Die Unveränderbarkeit (Manipulationsschutz) über den Aufbewahrungszeitraum.|Die Daten müssen auf mobilen Festplatten gelagert werden.|Eine tägliche Löschung alter Protokolle muss möglich sein.|Der Zugriff muss für jeden Mitarbeiter ohne Passwort möglich sein.|DMS Revisionssicherheit GoBD Compliance WORM
Bachelor Professional IT|Archivierung|Ein Unternehmen leidet unter vollen, teuren SSD-Speichern auf dem Fileserver. Wie kann eine Archivierungslösung (HSM) hier strategisch helfen?|Speicheroptimierung|Tiering-Konzept|Ein <b>HSM-System</b> verschiebt <b>inaktive Daten</b> (nach definierten Regeln) automatisch vom teuren Primärspeicher (SSD) auf <b>kostengünstige Archivspeicher</b> (HDD/Cloud/Tape), hält sie aber logisch für den Nutzer verfügbar.|Dies senkt die TCO (Total Cost of Ownership), da die Kapazität des schnellen Speichers für produktive Prozesse frei bleibt. Zudem verkürzen sich die Backup-Zeiten für den Primärspeicher, da weniger Daten gesichert werden müssen.|Auslagerung von 5 Jahre alten Projekt-PDFs auf ein langsames NAS, während aktuelle Dokumente auf dem NVMe-Flash verbleiben.|Heißes (aktiv) auf SSD, Kaltes (inaktiv) ins Archiv.|Durch automatische Auslagerung inaktiver Daten auf kostengünstigere Sekundärspeicher.|Durch Komprimierung aller aktiven Daten auf dem Primärspeicher.|Durch den vollständigen Verzicht auf Backups der SSDs.|Indem alle Daten auf langsamere Bänder gelöscht werden.|HSM Storage-Tiering TCO Infrastruktur Archivierung
Bachelor Professional IT|Monitoring Grundlagen|Was ist die exakte Definition von <b>Monitoring</b> und welches primäre operative Ziel wird durch die Identifikation von Indikatoren verfolgt?|Blindflug vermeiden|Prävention|Monitoring ist die <b>Überwachung von IT-Komponenten</b> anhand definierter <b>Indikatoren und Parameter</b> (z. B. CPU-Last, Ping).<br>- Primärziel: Sicherstellung eines reibungslosen Betriebs durch Identifikation und Lokalisierung von Problemen, <b>bevor Schäden entstehen</b> (Proaktivität).|Ohne Monitoring merkt die IT erst, dass der Mailserver steht, wenn der Chef anruft. Mit Monitoring meldet das System proaktiv: "Queue läuft voll".|Dashboard rot = Handeln bevor User anruft.|Überwachung von Komponenten anhand von Parametern; Ziel: Problemlösung bevor Schäden entstehen.|Überwachung der Mitarbeiter-Performance am PC.|Nachträgliche Analyse von Logfiles nach einem Crash.|Automatische Installation von Updates.|Monitoring Definition Proaktiv IT-Betrieb
Bachelor Professional IT|Monitoring Kontext|Für welche vier IT-Management-Disziplinen liefert das Monitoring die essenziellen Daten-Grundlagen?|Datenlieferant|C.S.A.S.|Monitoring ist essenziell für:<br>1. <b>Capacity-Management</b>: Wann ist die Festplatte voll? (Trendanalyse)<br>2. <b>Service-Level-Management</b>: Wurde die vereinbarte Uptime (99,9%) eingehalten? (Nachweis)<br>3. <b>Availability-Management</b>: Ist der Dienst jetzt verfügbar? (Status)<br>4. <b>IT-Security-Management</b>: Gibt es ungewöhnliche Login-Versuche? (Angriffserkennung)|Monitoring ist nicht nur "Technik", sondern liefert die KPIs (Key Performance Indicators) für das Management. Ohne Monitoring-Daten ist kein SLA-Report möglich.|SLA-Report ohne Monitoring ist Raten.|Capacity-, Service-Level-, Availability- und IT-Security-Management.|Einkauf, Vertrieb, Marketing und HR.|Nur für die IT-Forensik.|Software-Entwicklung, Design, Testing und Rollout.|Monitoring Management ITIL SLA Capacity
Bachelor Professional IT|Capacity-Monitoring|Ein Server stürzt ab, weil die Festplatte zu 100% vollgeschrieben ist. Welcher Mechanismus des Monitorings wurde hier entweder nicht konfiguriert oder ignoriert, der dies hätte verhindern können?|Warnlampe|Indikator & Parameter|Ein <b>Schwellenwert-Alarm (Threshold)</b>.<br>- Das Monitoring misst den Parameter "Disk Space".<br>- Ist ein Indikator definiert (z. B. "Warnung bei > 90%"), kann der Admin reagieren (Dateien löschen/erweitern), <b>bevor</b> die 100% erreicht sind und das OS stoppt.|Das ist der Unterschied zwischen "Monitoring" (Zuschauen) und "Alerting" (Alarmieren). Ein Monitoring ohne gut eingestellte Schwellenwerte ist nutzlos (Alert Fatigue vermeiden!).|Tankanzeige im Auto: Lampe geht an bei 50km Restreichweite, nicht erst wenn der Tank leer ist.|90% Warnung rettet 100% Crash|Ein Schwellenwert-Alarm (Threshold) bei z. B. 90% Füllstand.|Das automatische Löschen von User-Daten.|Ein RAID-System (Spiegelung).|Eine USV (Notstrom).|Szenario Threshold Alerting Kapazität
Bachelor Professional IT|IT-Betrieb|Wodurch unterscheiden sich Real-Time Monitoring und Historical Monitoring hinsichtlich ihrer primären Zielsetzung?|Operativ vs. Strategisch|Alarmierung vs. Trendanalyse|<b>Real-Time Monitoring</b> überwacht den aktuellen Zustand zur <b>sofortigen Alarmierung</b> bei Ausfällen (Reaktionszeit).<br><b>Historical Monitoring</b> aggregiert Daten über lange Zeiträume für <b>Trendanalysen</b>, Kapazitätsplanung und Budgetierung (Prognose).|Ohne Real-Time keine SLA-Einhaltung (Downtime). Ohne Historical keine Investitionsplanung (Wann ist die Disk voll?). Historical hilft zudem, 'schleichende' Performance-Probleme zu erkennen, die im Real-Time-Rauschen untergehen.|Die CPU ist jetzt bei 99% (Real-Time -> Alarm) vs. Die CPU-Last steigt seit 6 Monaten um 5% pro Monat (Historical -> Neuer Server nötig).|Real = Jetzt (Feuerwehr), Historisch = Plan (Architekt)|Real-Time = Sofortige Alarmierung (Betrieb); Historical = Langzeittrend (Planung).|Real-Time dient der Budgetplanung, Historical der Alarmierung.|Beide Verfahren nutzen ausschließlich Live-Daten zur Fehlerbehebung.|Real-Time speichert Daten für 10 Jahre, Historical löscht sofort.|Monitoring Kapazitätsplanung SLA ITIL-Betrieb
Bachelor Professional IT|IT-Sicherheit & Betrieb|Was charakterisiert das Aktive Monitoring und welches spezifische Betriebsrisiko ist damit verbunden?|Self-Healing|Symptombekämpfung|Beim <b>Aktiven Monitoring</b> führt das System bei erkannten Fehlern <b>automatisch Gegenmaßnahmen</b> durch (z. B. Neustart eines Dienstes).<br><b>Risiken:</b><br>1. <b>Ursachenverschleierung:</b> Das Symptom wird behoben, der Root-Cause bleibt bestehen.<br>2. <b>Sicherheit:</b> Der Monitoring-Agent benötigt privilegierte Schreibrechte (Angriffsvektor).|Aktives Monitoring ist verlockend für 'Self-Healing'-Systeme, widerspricht aber oft dem 'Least Privilege'-Prinzip. Wenn ein Dienst jede Nacht abstürzt und neu gestartet wird, merkt der Admin es nicht, bis der Fehler so gravierend ist, dass der Restart nicht mehr hilft.|Ein Webserver-Dienst hängt. Das Monitoring startet ihn neu. Der Speicherleck-Fehler im Code (Ursache) wird dadurch nicht gefunden.|Aktiv = Eingreifen (Arzt), Passiv = Melden (Beobachter)|Automatische Fehlerbehebung durch das System; Risiko der Ursachenverschleierung.|Es überwacht nur passive Komponenten wie Kabel.|Es alarmiert nur per SMS, greift aber nie ein.|Es ist die sicherste Methode, da keine Admin-Rechte benötigt werden.|Monitoring IT-Security Root-Cause-Analysis Automatisierung
Bachelor Professional IT|IT-Management|Nutzer beschweren sich über einen langsamen Webshop, obwohl alle Server-Metriken (CPU, RAM, Disk) im "grünen Bereich" sind. Welches Monitoring-Verfahren fehlt und warum?|User Experience (UX)|Ganzheitliche Sicht|Es fehlt ein <b>End-to-End-Monitoring</b> (bzw. Application Response Time Monitoring).<br>Grund: Komponenten-Monitoring sieht nur die Hardware/OS-Ebene. Performance-Probleme durch <b>Datenbank-Locks</b>, fehlerhaften Code oder <b>Latenzen im externen Routing</b> werden nur durch die Simulation einer <b>echten Transaktion</b> (User-Sicht) erkannt.|Der Unterschied zwischen 'Server is up' und 'Service is available'. End-to-End-Monitoring nutzt oft synthetische Transaktionen (Robots), die regelmäßig einen Warenkorb-Checkout durchführen und die Zeit messen.|Die Autobahn ist frei (Server OK), aber das Auto hat einen Platten (Applikationsfehler).|E2E = Ende gut, alles gut (Ganze Kette)|End-to-End-Monitoring (oder Application Response Time), da es die Nutzerperspektive misst.|Das Historical Monitoring, um alte Logs zu prüfen.|Das Netzwerk-Monitoring auf Layer 2 (MAC-Adressen).|Das passive Monitoring der Stromversorgung.|End-to-End Application-Monitoring UX SLA Troubleshooting
Bachelor Professional IT|Netzwerk-Monitoring|Worauf konzentriert sich das Netzwerk-Monitoring primär und welche zentralen Metriken werden dabei überwacht?|OSI-Layer 2-4|Transportqualität|Das <b>Netzwerk-Monitoring</b> fokussiert sich auf die <b>Übertragungsqualität</b> und Verfügbarkeit der Infrastrukturkomponenten (Router, Switches). Zentrale Metriken sind:<br>- <b>Bandbreite</b> (Auslastung in MBit/s).<br>- <b>Latenz</b> (Verzögerung).<br>- <b>Jitter</b> (Schwankung der Latenz).<br>- <b>Packet Loss</b> (Verlorene Pakete).|Abgrenzung zum Applikations-Monitoring: Hier geht es darum, *wie schnell* und *zuverlässig* das 'Rohr' ist, nicht was inhaltlich durchfließt (Payload). Tools nutzen oft SNMP (Simple Network Management Protocol).|Ein VoIP-Gespräch bricht ab. Das Netzwerk-Monitoring zeigt einen Jitter von >30ms an (Ursache), während der Server selbst keine Lastprobleme hat.|Netz = Rohr (Dicke, Länge, Löcher)|Überwachung des Datenflusses (Durchsatz), der Latenz und der Paketverluste.|Überwachung des Speicherplatzes auf den File-Servern.|Analyse der PHP-Code-Effizienz in Webanwendungen.|Kontrolle der Zutrittsprotokolle zum Serverraum.|SNMP Bandbreite Latenz Jitter QoS
Bachelor Professional IT|IoT / Industrie 4.0|Aus welchen vier Schichten besteht eine vollständige IoT-Infrastruktur gemäß der gängigen Architekturmodelle?|Schichtenmodell|Von unten (Hardware) nach oben (Daten)|Eine IoT-Architektur gliedert sich in:<br>1. <b>Infrastruktur:</b> Physische Geräte (Sensoren/Aktuatoren) und Netzwerke (5G, NFC).<br>2. <b>Sicherheit:</b> Firmware-Schutz und spezialisierte Security-Pakete.<br>3. <b>Integration:</b> Middleware zur Verbindung mit Unternehmenssystemen.<br>4. <b>Anwendungen & Analytics:</b> KI, Machine Learning und Visualisierung.|Ohne die Integrationsschicht (Middleware) bleiben IoT-Geräte isolierte Datensilos ('Thing' ohne 'Internet'). Die Sicherheitsschicht ist kritisch, da IoT-Geräte oft Einfallstore für Botnets sind (z. B. Mirai-Botnet).|Ein Temperatursensor (1) sendet verschlüsselt (2) an einen MQTT-Broker (3), der die Daten in einem Dashboard (4) visualisiert.|ISIA = Infra, Sicher, Integ, App|Infrastruktur, Sicherheit, Integration, Anwendungen/Analytics.|Client, Server, Datenbank, Firewall.|Hardware, Betriebssystem, Anwendung, User.|Sensorik, Aktorik, Steuerung, Regelung.|IoT-Architektur Schichtenmodell Middleware IT-Security
Bachelor Professional IT|IoT / Infrastruktur|Definieren Sie "Edge-Computing" und erläutern Sie den primären technischen Vorteil gegenüber einer rein zentralen Cloud-Lösung.|Datenverarbeitungsort|Geschwindigkeit vs. Zentralisierung|<b>Edge-Computing</b> bezeichnet die <b>dezentrale Datenverarbeitung</b> direkt am Rand des Netzwerks (nahe der Quelle/Sensor).<br><b>Vorteile:</b><br>- Reduktion von <b>Latenzzeiten</b> (Echtzeitfähigkeit).<br>- Schonung der <b>Bandbreite</b> (Datenfilterung vor Ort).|<b>Fog-Computing</b> erweitert dies, indem es Rechenpower (Gateways) als Zwischenschicht zwischen Edge und Cloud bereitstellt. Dies ist essenziell für autonome Fahrzeuge oder kritische Industriesteuerungen, die nicht auf die Antwort eines Cloud-Servers warten können.|Eine smarte Kamera wertet das Bild direkt aus (Edge) und sendet nur den Alarm 'Person erkannt' an die Cloud, statt des gesamten Videostreams.|Edge = Kante (Nah dran), Cloud = Wolke (Weit weg)|Dezentrale Verarbeitung an der Datenquelle zur Reduktion von Latenz und Bandbreite.|Speicherung aller Daten im zentralen Rechenzentrum zur Archivierung.|Nutzung von Nebel-Sensoren zur Wettervorhersage.|Verteilung der Rechenlast auf alle Clients im Netzwerk (P2P).|Edge-Computing Latenz Bandbreite Fog-Computing Echtzeitverarbeitung
Bachelor Professional IT|Industrie 4.0|Ein Produktionsleiter möchte ungeplante Stillstände minimieren. Wie grenzt sich "Predictive Maintenance" strategisch von klassischen Wartungsintervallen ab?|Wartungsstrategie|Vorhersage vs. Plan|<b>Predictive Maintenance</b> nutzt <b>Echtzeitdaten</b> und <b>Mustererkennung</b> (Oft via KI), um die Lebensdauer von Maschinen vorherzusagen.<br><b>Unterschied:</b> Wartung erfolgt nicht starr nach Kalender (Präventiv) oder nach Ausfall (Reaktiv), sondern genau dann, wenn ein Ausfall <b>droht</b> (Proaktiv).|Dies optimiert die OEE (Overall Equipment Effectiveness). Sensoren messen z. B. Vibrationen oder Hitze. Weichen diese Muster vom Normwert ab, wird die Wartung eingeplant, bevor der Stillstand eintritt.|Ein Lüfter wird nicht prophylaktisch getauscht, sondern erst, wenn das Vibrationsmuster auf ein baldiges Lagerproblem hinweist.|Predictive = Wahrsager (sieht Zukunft)|Wartung erfolgt bedarfsgesteuert basierend auf Echtzeitdaten und Mustererkennung.|Wartung erfolgt reaktiv, sobald ein Bauteil defekt ist.|Wartung erfolgt starr nach Kalender (z. B. alle 6 Monate).|Es werden ausschließlich historische Daten ohne Echtzeitbezug analysiert.|Predictive-Maintenance Instandhaltung KI Big-Data Smart-Factory
Bachelor Professional IT|Configuration Management (CMDB)|Was ist der entscheidende Mehrwert einer <b>CMDB</b> gegenüber einer reinen Bestandsliste (Asset Management) und für welche Analysen ist dies die Basis?|Asset vs. CI|Beziehungen sind King|Die CMDB dokumentiert nicht nur den Bestand, sondern vor allem die <b>gegenseitigen Abhängigkeiten (Beziehungen)</b> der CIs.<br>- Dies ist die Basis für die <b>Impact-Analyse</b> (Was fällt aus, wenn Server X steht?) sowie für Incident- und Change-Management.|Eine Excel-Liste sagt: "Wir haben Server A". Die CMDB sagt: "Server A betreibt den Webshop". Das ist der Unterschied zwischen Inventar und Architektur.|Ohne Beziehungen ist eine CMDB nur eine teure Liste.|CMDB = CIs + Beziehungen|Dokumentation von Abhängigkeiten (Beziehungen); Basis für Impact-Analysen.|Sie speichert nur die Kaufpreise für die Buchhaltung.|Sie dient nur der physischen Ortung von Laptops.|Sie ist eine reine Backup-Datenbank.|CMDB ITIL CI Beziehungen Impact-Analyse
Bachelor Professional IT|Kernfunktionen einer CMDB|Was versteht man unter der Funktion <b>"Reconciliation"</b> (Abgleich) beim Import von Daten in eine CMDB?|Single Source of Truth|Konfliktlösung|<b>Reconciliation</b> bezeichnet den <b>Abgleich von widersprüchlichen Daten</b> aus verschiedenen Quellen, um den korrekten Wert zu ermitteln.<br>- Ziel: Erzeugung einer verlässlichen "Golden Record".|Beispiel: Das Netzwerk-Tool meldet "Server hat 8GB RAM", das Kaufmännische System sagt "16GB RAM". Die Reconciliation-Regel entscheidet, welcher Wert in die CMDB übernommen wird (meist das technische Scan-Ergebnis).|Ohne Reconciliation wäre die CMDB voller Duplikate und Fehler.|Reconciliation = Schlichter|Abgleich widersprüchlicher Daten aus Quellen zur Ermittlung des korrekten Werts.|Die visuelle Darstellung als Netzwerk-Grafik.|Das bloße Einsammeln von Daten aus Quellen (Federation).|Das Löschen alter Datensätze.|CMDB Reconciliation Datenqualität Import
Bachelor Professional IT|Nutzung der CMDB|Ein Administrator plant ein Update für einen Datenbank-Server (CI). Ein Blick in die CMDB zeigt eine rote Verbindungslinie zum CI "Webshop-Applikation". Welches Management-Risiko wurde durch diese <b>Visualisierung</b> der Abhängigkeiten proaktiv erkannt?|Change Management|Domino-Effekt verhindern|Durch die Visualisierung der Abhängigkeiten wurde ein potenzieller <b>Service-Ausfall (Impact)</b> erkannt.<br>- Die CMDB zeigt: Wenn ich CI A (Datenbank) anfasse, bricht CI B (Webshop) zusammen.<br>- Folge: Das Update darf nicht tagsüber, sondern nur im Wartungsfenster erfolgen.|Dies ist der Hauptgrund für die Pflege einer CMDB im Change Management. Ohne dieses Wissen ("Blindflug") führen Änderungen oft zu unvorhergesehenen Störungen.|Die CMDB verhindert, dass der Admin den Ast absägt, auf dem der Webshop sitzt.|Visualisierung = Warnsystem|Dass das Update den Webshop lahmlegen würde (Service-Ausfall).|Dass der Server zu wenig Speicherplatz hat (Capacity).|Dass die Software-Lizenz abgelaufen ist (Compliance).|Dass der Server physisch im falschen Raum steht.|Szenario Impact CMDB Change-Management
Bachelor Professional IT|IoT-Protokolle|Wie unterscheidet sich die Kommunikationsarchitektur von MQTT prinzipiell vom klassischen HTTP-Request/Response-Modell?|Kommunikationsmuster|Entkopplung vs. Punkt-zu-Punkt|<b>MQTT</b> basiert auf dem <b>Publish-Subscribe-Prinzip</b>. Clients (Sensoren/Apps) verbinden sich mit einem zentralen <b>Broker</b>. Sender (Publisher) und Empfänger (Subscriber) kennen sich nicht direkt und müssen nicht gleichzeitig online sein.<br><b>HTTP</b> ist hingegen <b>synchron</b> (Request/Response) und verbindet Client und Server direkt.|<b>Vorteil:</b> Extreme Entkopplung und geringer Overhead (Header nur 2 Byte). Ideal für instabile Mobilfunknetze und batteriebetriebene Sensoren. HTTP ist zu geschwätzig ("Header-Overhead") für kleinste Datenpakete.|Ein Temperatursensor "publisht" Daten an den Broker. Der Broker verteilt sie an 5 Handys, die das Thema "Temperatur" abonniert haben.|Pub/Sub = Zeitungsabo (Verteiler), HTTP = Telefonat (Direkt)|Asynchrones Publish-Subscribe-Verfahren über einen zentralen Broker.|MQTT nutzt Peer-to-Peer-Verbindungen ohne zentralen Server.|MQTT ist wie HTTP synchron und blockiert den Client bis zur Antwort.|MQTT dient ausschließlich der Dateiübertragung (FTP-Ersatz).|MQTT Publish-Subscribe Broker IoT HTTP-Vergleich
Bachelor Professional IT|IoT-Protokolle|Welche Bedeutung haben die drei "Quality of Service" (QoS) Level 0, 1 und 2 im MQTT-Protokoll für die Zustellungssicherheit?|Zustellgarantie|Zuverlässigkeitsstufen|Die QoS-Level definieren die Garantie der Nachrichtenübermittlung:<br>- <b>QoS 0 (At most once):</b> "Fire and Forget". Keine Empfangsbestätigung (schnell, aber unsicher).<br>- <b>QoS 1 (At least once):</b> Nachricht kommt mind. einmal an (Duplikate möglich).<br>- <b>QoS 2 (Exactly once):</b> Nachricht kommt garantiert genau einmal an (höchster Overhead durch 4-Wege-Handshake).|Die Wahl des QoS-Levels ist ein Abwägen zwischen Bandbreite/Energie (QoS 0) und Datenkritikalität (QoS 2). Für einen Temperatursensor reicht oft QoS 0 (nächster Wert kommt eh gleich). Für einen "Not-Aus"-Befehl ist QoS 1 oder 2 Pflicht.|Wetterdaten (QoS 0) vs. Banktransaktion (QoS 2).|0=Vielleicht, 1=Sicher, 2=Perfekt|0 = At most once (Feuer & Vergessen), 1 = At least once, 2 = Exactly once.|Sie definieren die Verschlüsselungsstärke (0=Keine, 2=AES256).|Sie regeln die Geschwindigkeit der Übertragung (0=Langsam, 2=Schnell).|Sie bestimmen die Priorität im Netzwerk-Router.|MQTT QoS Reliability Protokoll-Overhead
